Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Avg_Price, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
LAGNAM, SM, 22-Mar-2021,14.2,14.2,14.2,14.2,14.2,14.2,14.2,3000,0.43,1,3000,100
LAKPRE, BZ, 22-Mar-2021,4.55,4.5,4.5,4.35,4.35,4.35,4.5,1030,0.05,5, -, -
LALPATHLAB, EQ, 22-Mar-2021,2517.25,2540,2586.35,2530.05,2562.05,2568.85,2561.7,307901,7887.49,26563,99504,32.32
LAMBODHARA, EQ, 22-Mar-2021,53.75,56,56,52.3,54,54.15,53.68,21544,11.56,391,11271,52.32
LAOPALA, EQ, 22-Mar-2021,215.25,216.35,219.9,212.1,216.7,219.5,216.61,125787,272.47,9037,93198,74.09
LASA, EQ, 22-Mar-2021,63.55,63.5,64.15,62.45,63.8,63.55,63.44,94645,60.04,3713,39871,42.13
LATTEYS, SM, 22-Mar-2021,54.3,52,57,52,57,57,52.83,12000,6.34,3,12000,100
LAURUSLABS, EQ, 22-Mar-2021,360.1,360.6,366.9,356.55,361.5,361.4,361.62,1704999,6165.69,25436,666030,39.06
LAXMICOT, SM, 22-Mar-2021,9.2,9,9,9,9,9,9,6000,0.54,1,6000,100
LAXMIMACH, EQ, 22-Mar-2021,6965,6890,7068.85,6873.65,6959.95,6956.65,6965.27,5596,389.78,2179,2707,48.37
LEMONTREE, EQ, 22-Mar-2021,36,36.1,39.4,35.55,38.6,38.75,38.15,2783653,1062.04,13117,871303,31.3
LEXUS, SM, 22-Mar-2021,17.2,17,17,16.5,16.5,16.5,16.96,12000,2.04,3,12000,100
LFIC, EQ, 22-Mar-2021,82.75,80.25,90,80.25,90,85.75,83.8,1405,1.18,58,1038,73.88
LGBBROSLTD, EQ, 22-Mar-2021,305.2,308,312.9,302.1,305,305.25,306.74,48905,150.01,2116,31209,63.82
LGBFORGE, BE, 22-Mar-2021,3.75,3.8,3.85,3.6,3.75,3.75,3.7,89461,3.31,118, -, -
LIBAS, BE, 22-Mar-2021,49.05,51,51,48.65,49.9,49.1,49.48,12974,6.42,201, -, -
LIBERTSHOE, EQ, 22-Mar-2021,133.95,136.25,136.25,132.65,133.25,133.2,134.19,29648,39.78,872,13097,44.17
LICHSGFIN, EQ, 22-Mar-2021,416.45,417.5,423.6,411,414.85,414.5,416.78,3171767,13219.39,66732,736953,23.23
LICNETFGSC, EQ, 22-Mar-2021,21.52,21.58,21.58,21.38,21.42,21.46,21.46,7183,1.54,97,6154,85.67
LICNETFN50, EQ, 22-Mar-2021,157.5,162.22,162.22,155.1,155.5,155.93,157,384,0.6,80,211,54.95
LICNETFSEN, EQ, 22-Mar-2021,531.05,544.9,554,521.2,526.02,526.02,534.34,239,1.28,90,77,32.22
LICNFNHGP, EQ, 22-Mar-2021,152.76,152.95,154.2,150.1,151,151.01,151.58,315,0.48,65,196,62.22
LIKHITHA, EQ, 22-Mar-2021,300.45,303.25,341.4,300.8,331.95,332.2,328.59,710679,2335.19,16025,174759,24.59
LINCOLN, EQ, 22-Mar-2021,228.15,227.9,232.9,221,224.9,224.65,225.31,114780,258.61,2588,66668,58.08
LINCPEN, EQ, 22-Mar-2021,150.9,151,155.2,149,150.1,149.65,150.93,3889,5.87,186,2477,63.69
LINDEINDIA, EQ, 22-Mar-2021,1718.45,1748,1826,1730,1805,1796.95,1784.04,33530,598.19,3362,16037,47.83
LIQUIDBEES, EQ, 22-Mar-2021,1000,1002.3,1002.3,999.33,1000,1000,1000,1743112,17431.11,6522,1079883,61.95
LIQUIDETF, EQ, 22-Mar-2021,999.99,1000.04,1000.04,999.99,1000,999.99,1000,4596,45.96,74,2668,58.05
LOKESHMACH, BE, 22-Mar-2021,34.15,33.8,35.05,33.15,33.25,33.3,34.03,4925,1.68,32, -, -
LOTUSEYE, EQ, 22-Mar-2021,42.75,42,42.25,41.2,41.6,41.85,41.79,21216,8.87,308,15228,71.78
LOVABLE, EQ, 22-Mar-2021,86.55,86.55,88.85,82,85.5,84.95,85.01,14772,12.56,471,8632,58.43
LPDC, BE, 22-Mar-2021,2,2.05,2.1,1.9,2,2,1.98,18601,0.37,41, -, -
LSIL, BE, 22-Mar-2021,1.3,1.3,1.3,1.25,1.3,1.3,1.26,2055621,25.96,1568, -, -
LT, EQ, 22-Mar-2021,1411.25,1409,1417.4,1392.25,1401.9,1400.05,1400.98,2964175,41527.4,91370,1387921,46.82
LTI, EQ, 22-Mar-2021,4075.1,4090,4191.95,4075.1,4090.25,4093.1,4131.06,251199,10377.17,27200,78119,31.1
LTMFEOFR, MF, 22-Mar-2021,13.33,13.33,13.33,13.33,13.33,13.33,13.33,1000,0.13,1,1000,100
LTTS, EQ, 22-Mar-2021,2592.4,2585,2632,2583.2,2597.5,2596.35,2600.57,205762,5350.99,17402,83106,40.39
LUMAXIND, EQ, 22-Mar-2021,1651.45,1659.75,1700,1650,1660,1659.95,1674.5,3404,57,807,1685,49.5
LUMAXTECH, EQ, 22-Mar-2021,153.45,157.5,162.1,155.2,162.1,160.8,157.7,168819,266.22,4946,87531,51.85
LUPIN, EQ, 22-Mar-2021,1005.1,1005.1,1019.6,1000,1017,1015.7,1009.75,1736883,17538.15,28682,686481,39.52
LUXIND, EQ, 22-Mar-2021,1710.05,1745,1748.95,1685.05,1732,1734.8,1713.63,36273,621.59,3162,11888,32.77
LYKALABS, BE, 22-Mar-2021,24.75,24.1,25.4,24.1,24.4,24.55,24.69,26208,6.47,89, -, -
LYPSAGEMS, EQ, 22-Mar-2021,4.9,4.95,4.95,4.7,4.7,4.7,4.74,31315,1.48,58,22901,73.13
M&M, EQ, 22-Mar-2021,850.3,849.8,859.35,832.15,851.05,853.05,846.59,2906300,24604.5,88372,1119705,38.53
M&MFIN, EQ, 22-Mar-2021,215.1,215.95,220.7,209.55,210.55,211.5,214.23,14690082,31470.94,114979,3139813,21.37
M&MFIN, N2, 22-Mar-2021,1121.57,1132,1132,1130,1130,1130,1131.25,80,0.91,3,80,100
M&MFIN, N3, 22-Mar-2021,1551,1530.3,1530.3,1530.3,1530.3,1530.3,1530.3,5,0.08,1,5,100
M100, EQ, 22-Mar-2021,24.49,24.49,24.79,24.4,24.52,24.52,24.53,110388,27.08,1665,74460,67.45
M14RG, MF, 22-Mar-2021,9.65,9.73,9.73,9.73,9.73,9.73,9.73,30000,2.92,1,30000,100
M15RG, MF, 22-Mar-2021,9.26,9.02,9.25,8.35,9.25,9.25,8.67,141500,12.27,23,101500,71.73
M17RD, MF, 22-Mar-2021,8.6,8.03,8.03,7.8,7.8,7.8,8,70000,5.6,12,70000,100
M50, EQ, 22-Mar-2021,143.5,146.4,146.4,142.01,144.05,143.12,142.81,855,1.22,45,803,93.92
MAANALU, EQ, 22-Mar-2021,142.7,144.95,163.5,142.25,153.9,153.05,157.32,119036,187.26,2690,33700,28.31
MACPOWER, BE, 22-Mar-2021,88,84.15,91.7,84.15,89,89,89.07,9145,8.15,56, -, -
MADHAV, EQ, 22-Mar-2021,51.55,52.35,54.85,51,51.15,52.25,53.17,12982,6.9,248,6282,48.39
MADHUCON, BE, 22-Mar-2021,5.4,5.3,5.6,5.3,5.6,5.55,5.54,16478,0.91,34, -, -
MADRASFERT, BE, 22-Mar-2021,26.1,26.1,27.4,26.1,27.4,27.4,27.22,87784,23.89,351, -, -
MAESGETF, EQ, 22-Mar-2021,24.98,25.5,25.5,24.76,25.08,24.97,24.98,283732,70.87,40,281237,99.12
MAGADSUGAR, EQ, 22-Mar-2021,103.75,103.5,105.6,102.75,102.8,103.1,103.51,25249,26.14,440,19542,77.4
MAGMA, EQ, 22-Mar-2021,116.75,117.95,121.4,114.5,117.1,117.2,117.2,941199,1103.09,7119,528382,56.14
MAGNUM, BE, 22-Mar-2021,4.95,4.95,5.1,4.95,4.95,5.05,5.03,8120,0.41,33, -, -
MAHABANK, EQ, 22-Mar-2021,18.95,19.2,19.95,18.8,19.2,19.05,19.12,6058094,1158.54,9119,2895826,47.8
MAHAPEXLTD, BE, 22-Mar-2021,71.5,71.5,73.6,71.5,73.1,73.1,72.3,2073,1.5,16, -, -
MAHASTEEL, EQ, 22-Mar-2021,76,79,80.9,76.3,77.15,78.5,78.99,7159,5.65,236,4792,66.94
MAHEPC, EQ, 22-Mar-2021,147.3,147.5,152.8,146.35,149.55,148.95,149.42,85277,127.42,1640,39573,46.41
MAHESHWARI, EQ, 22-Mar-2021,81.6,81.15,81.2,78.45,80.3,79.65,80.07,19964,15.99,202,13645,68.35
MAHICKRA, SM, 22-Mar-2021,79.4,80.9,80.9,80.9,80.9,80.9,80.9,1500,1.21,1,1500,100
MAHINDCIE, EQ, 22-Mar-2021,162,160.25,165.8,160.25,162.7,162.05,162.54,175330,284.98,5634,63717,36.34
MAHLIFE, EQ, 22-Mar-2021,524.65,517.7,537.5,516,525.25,527.5,529.75,27572,146.06,2637,19594,71.06
MAHLOG, EQ, 22-Mar-2021,519.35,519,531.55,506.4,527.15,526.8,519.73,109204,567.56,4023,73612,67.41
MAHSCOOTER, EQ, 22-Mar-2021,3640.25,3650.05,3687.45,3580,3629.25,3640.5,3653.68,4262,155.72,810,3202,75.13
MAHSEAMLES, EQ, 22-Mar-2021,282.1,282.75,284.35,278.55,283,282.25,281.05,60702,170.6,1359,29793,49.08
MAITHANALL, EQ, 22-Mar-2021,580.7,581,585,570,573.5,572.95,576.27,25444,146.63,1476,17059,67.05
MAJESCO, BE, 22-Mar-2021,63.4,66.55,66.55,66.55,66.55,66.55,66.55,1889123,1257.21,7110, -, -
MALUPAPER, EQ, 22-Mar-2021,26.6,26.5,27.3,26.15,26.25,26.35,26.41,16489,4.36,174,11197,67.91
MAN50ETF, EQ, 22-Mar-2021,151.14,154.2,154.2,149,150.9,150.48,150.2,16931,25.43,129,12909,76.24
MANAKALUCO, EQ, 22-Mar-2021,8.95,8.7,9.15,8.7,8.7,8.7,8.78,10340,0.91,41,9661,93.43
MANAKCOAT, EQ, 22-Mar-2021,14.35,14.85,14.9,13.7,14.8,14.75,14.55,319815,46.53,609,189860,59.37
MANAKSIA, EQ, 22-Mar-2021,51.65,52.95,53.15,51.05,51.05,51.4,51.79,22990,11.91,315,15297,66.54
MANAKSTEEL, EQ, 22-Mar-2021,20.85,21.45,21.8,21,21,21.1,21.21,14646,3.11,148,8499,58.03
MANALIPETC, EQ, 22-Mar-2021,62.05,62.5,64.2,61.7,62.3,62.35,62.91,733153,461.24,5506,302297,41.23
MANAPPURAM, EQ, 22-Mar-2021,159.05,159.8,160.8,155.85,156.8,156.65,157.22,4184243,6578.3,28413,1419238,33.92
MANGALAM, EQ, 22-Mar-2021,110.55,114.7,114.7,105.45,108.7,108.9,110.07,72171,79.44,1347,36039,49.94
MANGCHEFER, EQ, 22-Mar-2021,76.7,76,80,75.15,77.9,78.2,78.28,599377,469.21,5464,195007,32.53
MANGLMCEM, EQ, 22-Mar-2021,264.95,263.2,273.7,263.2,272.95,272.2,270,26729,72.17,1106,13532,50.63
MANGTIMBER, EQ, 22-Mar-2021,11.2,10.8,11.55,10.8,11.55,11.15,11.41,10651,1.22,58,10143,95.23
MANINDS, EQ, 22-Mar-2021,79,86,88,81.1,81.4,81.95,83.66,789286,660.32,10125,182490,23.12
MANINFRA, EQ, 22-Mar-2021,40.1,40.1,42.4,39.4,41.75,41.85,41.33,1292489,534.23,3489,612023,47.35
MANUGRAPH, EQ, 22-Mar-2021,13.45,13.7,13.9,12.8,13.9,13.85,13.31,37889,5.04,156,28779,75.96
MANXT50, EQ, 22-Mar-2021,338.75,334.95,342.49,334.95,341.45,341.45,341.73,1198,4.09,18,1166,97.33
MARALOVER, BE, 22-Mar-2021,30.6,30.85,31.9,30.2,30.6,30.6,30.71,10692,3.28,80, -, -
MARATHON, EQ, 22-Mar-2021,64.9,66.85,67,64.05,64.5,65.15,65.5,20779,13.61,459,11170,53.76
MARICO, EQ, 22-Mar-2021,394.9,394.9,402.95,394,401,401.7,398.51,1625660,6478.39,23076,782922,48.16
MARINE, EQ, 22-Mar-2021,67,69.9,71.5,68.4,68.55,68.9,69.49,469843,326.5,3327,276396,58.83
MARKSANS, EQ, 22-Mar-2021,53,53,54.9,52.2,52.6,52.5,53.14,1657479,880.71,10407,774118,46.7
MARUTI, EQ, 22-Mar-2021,7113.55,7104,7142.5,7050.2,7106,7101.25,7088.01,533767,37833.48,72385,174907,32.77
MASFIN, EQ, 22-Mar-2021,867.25,869,890,869,880,882.95,884.25,17870,158.02,1856,9357,52.36
MASTEK, EQ, 22-Mar-2021,1197.05,1200,1228.1,1170,1210.85,1211.05,1204.44,137248,1653.07,8466,28809,20.99
MATRIMONY, EQ, 22-Mar-2021,984.65,990.9,1044,974.95,995,990.85,1018.96,40989,417.66,4379,9657,23.56
MAWANASUG, EQ, 22-Mar-2021,37.45,39.15,39.3,37.5,39.3,39.2,38.94,54662,21.28,365,46615,85.28
MAXHEALTH, EQ, 22-Mar-2021,199.45,198.2,204.8,198.2,204.15,204.05,203.01,470351,954.87,21187,304846,64.81
MAXIND, EQ, 22-Mar-2021,63.45,63.5,64.45,62.3,63.5,63.5,63.48,191016,121.27,1845,64312,33.67
MAXVIL, EQ, 22-Mar-2021,57.5,57.5,58.95,56.5,57.6,57.55,57.7,726250,419.01,9313,329397,45.36
MAYURUNIQ, EQ, 22-Mar-2021,415.75,415,439,411.3,431,430.45,427.33,62010,264.98,3309,23501,37.9
MAZDA, EQ, 22-Mar-2021,475.55,484,484,468.45,471.65,473.25,476.92,4819,22.98,246,2220,46.07
MAZDOCK, EQ, 22-Mar-2021,210.95,210.95,217.75,208.95,215.75,215.8,215.06,758267,1630.71,8589,337305,44.48
MBAPL, BE, 22-Mar-2021,82.1,82.1,86.15,80.1,85,84.35,84.71,30543,25.87,113, -, -
MBECL, BE, 22-Mar-2021,7.95,8,8.3,7.7,7.75,7.85,8.23,220988,18.2,237, -, -
MBLINFRA, EQ, 22-Mar-2021,21.8,22,22.05,21.3,22,21.75,21.66,107047,23.18,405,57898,54.09
MCDHOLDING, EQ, 22-Mar-2021,41.4,41,41.75,40.5,40.5,40.5,40.73,10406,4.24,147,9001,86.5
MCDOWELL-N, EQ, 22-Mar-2021,536.35,538.7,543.6,534.3,541.9,542.75,537.88,3421043,18401.24,35415,1936907,56.62
MCL, EQ, 22-Mar-2021,89.85,93.45,94,90,90.6,91.85,91.69,17378,15.93,180,9922,57.1
MCLEODRUSS, EQ, 22-Mar-2021,21.05,21.3,21.3,20.4,21,20.75,20.8,213363,44.38,598,164845,77.26
MCX, EQ, 22-Mar-2021,1604.75,1607.95,1639.5,1596.55,1618.6,1612.45,1616.13,274525,4436.67,29807,85560,31.17
MEGASOFT, EQ, 22-Mar-2021,9.7,10.05,10.05,9.45,9.9,9.7,9.77,25295,2.47,156,18728,74.04
MEGH, EQ, 22-Mar-2021,109.9,110,120,108.5,118.8,118.9,117.35,5668893,6652.47,41521,1744332,30.77
MELSTAR, BZ, 22-Mar-2021,1.9,1.95,1.95,1.85,1.85,1.85,1.85,45893,0.85,12, -, -
MENONBE, EQ, 22-Mar-2021,55.5,54,55.2,53.1,53.85,54,54.4,20353,11.07,384,13078,64.26
MEP, EQ, 22-Mar-2021,17.6,18,18,16.4,17,17.1,17,235666,40.05,689,159140,67.53
MERCATOR, BE, 22-Mar-2021,0.9,0.9,0.95,0.85,0.9,0.9,0.91,369469,3.36,190, -, -
METALFORGE, BE, 22-Mar-2021,5.7,5.45,5.9,5.45,5.5,5.5,5.61,13058,0.73,43, -, -
METROPOLIS, EQ, 22-Mar-2021,1919.25,1935.85,1984.7,1907,1978,1973.15,1944.45,195713,3805.54,11059,127457,65.12
MFSL, EQ, 22-Mar-2021,859.95,861,864.15,840.9,845.05,845.05,848.99,650232,5520.38,19613,354213,54.47
MGEL, EQ, 22-Mar-2021,46.75,48.7,48.7,38.25,46.05,46.1,45.12,5521,2.49,72,2835,51.35
MGL, EQ, 22-Mar-2021,1112.7,1122.4,1138.95,1112.8,1126,1123.6,1128.14,404991,4568.85,18144,42114,10.4
MHRIL, EQ, 22-Mar-2021,218,219.1,219.1,211.1,215.45,214,213.73,40018,85.53,1082,22572,56.4
MIC, EQ, 22-Mar-2021,0.9,0.85,0.85,0.85,0.85,0.85,0.85,111611,0.95,125,111591,99.98
MIDHANI, EQ, 22-Mar-2021,183.15,182.7,187.25,180,187.05,186.05,184.26,379654,699.55,7978,152689,40.22
MINDACORP, EQ, 22-Mar-2021,94.15,94.9,99.5,94,98.3,98.45,96.88,563828,546.21,6034,155104,27.51
MINDAIND, EQ, 22-Mar-2021,572.8,580,590.9,550.55,553.7,558.1,571.89,485696,2777.64,24479,151567,31.21
MINDSPACE, RR, 22-Mar-2021,306.56,307.9,309.7,300.5,301.7,301.61,304.98,479800,1463.3,685,440800,91.87
MINDTECK, EQ, 22-Mar-2021,44.35,45.85,45.85,43.15,43.65,43.8,44.1,4538,2,113,3110,68.53
MINDTREE, EQ, 22-Mar-2021,1989.65,1990,2022.65,1974.3,2000.1,2002.15,2005.74,873412,17518.37,37024,139009,15.92
MIRCELECTR, BE, 22-Mar-2021,13.05,12.8,13.7,12.8,13.7,13.7,13.64,410128,55.93,421, -, -
MIRZAINT, EQ, 22-Mar-2021,48.65,49,49.4,48.35,49.15,49,48.88,161994,79.19,1407,81545,50.34
MITTAL, EQ, 22-Mar-2021,10.6,10.25,11.1,10.1,10.2,10.35,10.52,104143,10.95,271,68013,65.31
MMFL, EQ, 22-Mar-2021,475.35,472,494.95,465,469.7,467.7,475.23,8928,42.43,868,4503,50.44
MMP, EQ, 22-Mar-2021,86.1,86.2,88,84.65,85.5,87.35,86.59,9010,7.8,109,7065,78.41
MMTC, EQ, 22-Mar-2021,42.05,42.4,43.75,41.65,42.6,42.8,42.84,3028211,1297.37,9473,678765,22.41
MODIRUBBER, BE, 22-Mar-2021,136.75,129.95,129.95,129.95,129.95,129.95,129.95,387,0.5,35, -, -
MOHITIND, EQ, 22-Mar-2021,8,7.7,8.4,7.7,8.4,8.4,8.26,25202,2.08,155,22656,89.9
MOHOTAIND, BE, 22-Mar-2021,7.4,7.55,7.55,7.15,7.4,7.3,7.21,5005,0.36,33, -, -
MOIL, EQ, 22-Mar-2021,146.8,146.9,147.9,143,144.25,144.25,145.03,270258,391.97,4166,114299,42.29
MOKSH, SM, 22-Mar-2021,44.05,43,43,43,43,43,43,6000,2.58,2,6000,100
MOLDTECH, EQ, 22-Mar-2021,40.95,41.75,42,41,41,41.2,41.49,9785,4.06,274,5927,60.57
MOLDTEKPP, E1, 22-Mar-2021,265.9,266,270.15,251.5,270.15,270.1,258.2,121,0.31,29,95,78.51
MOLDTKPAC, EQ, 22-Mar-2021,394.85,390.75,400.65,390.75,391,392.25,394.5,21706,85.63,1292,9404,43.32
MOLDTKPAC, W1, 22-Mar-2021,248.5,245.5,250,245.5,250,250,248.07,84,0.21,2,84,100
MONTECARLO, EQ, 22-Mar-2021,213.55,214.1,214.35,208.05,211.85,211.8,211.92,19168,40.62,533,9094,47.44
MORARJEE, EQ, 22-Mar-2021,16,16.4,16.45,15.2,15.95,15.7,15.62,16885,2.64,103,10253,60.72
MOREPENLAB, EQ, 22-Mar-2021,31.6,31.85,34.1,31.55,33.6,33.4,33.13,4261661,1411.73,9550,1376487,32.3
MOTHERSUMI, EQ, 22-Mar-2021,211.65,212,214.45,204,207.1,206,208.62,12683478,26460.11,111660,4196947,33.09
MOTILALOFS, EQ, 22-Mar-2021,673.95,675.6,684,664.95,670.5,669.2,675.22,144698,977.03,7269,70025,48.39
MOTOGENFIN, EQ, 22-Mar-2021,20.4,21.25,21.25,18.7,19,19,19.01,58021,11.03,217,46027,79.33
MPHASIS, EQ, 22-Mar-2021,1666.3,1680.75,1680.75,1632,1675,1670.05,1660.02,285987,4747.46,15162,74175,25.94
MPSLTD, EQ, 22-Mar-2021,459,455,464.9,453,455,455.5,458.28,4077,18.68,333,1699,41.67
MRF, EQ, 22-Mar-2021,84539.8,84500,85499,82421.1,83575.3,83722.8,84245.46,27406,23088.31,16805,3253,11.87
MRO-TEK, BE, 22-Mar-2021,28.9,28.7,28.9,27.5,27.5,27.5,28.56,249,0.07,6, -, -
MRPL, EQ, 22-Mar-2021,40.9,40.9,40.95,40,40.2,40.25,40.39,1066938,430.99,4716,365713,34.28
MSPL, EQ, 22-Mar-2021,7.55,7.7,7.75,7.3,7.75,7.7,7.58,14045,1.06,78,7048,50.18
MSTCLTD, EQ, 22-Mar-2021,305.25,304,315,301,314.5,313.15,309.84,933330,2891.82,18026,238868,25.59
MTARTECH, EQ, 22-Mar-2021,969.45,973.9,1038,960.15,1036.3,1030.5,1014.17,1223675,12410.14,68485,286005,23.37
MTEDUCARE, EQ, 22-Mar-2021,7.1,7.6,7.6,6.95,7.1,7,7.1,208190,14.78,428,178018,85.51
MTNL, EQ, 22-Mar-2021,18.35,18.55,19.25,18.4,19.25,19.25,19.09,2261829,431.76,3191,1325591,58.61
MUKANDENGG, EQ, 22-Mar-2021,14.7,14.65,14.65,13.55,13.85,13.85,13.95,13265,1.85,86,12632,95.23
MUKANDLTD, EQ, 22-Mar-2021,57.25,58.35,58.5,56,56.5,56.65,57.37,70332,40.35,358,60725,86.34
MUKANDLTD, P1, 22-Mar-2021,5.95,5.95,5.95,5.35,5.9,5.9,5.61,1434,0.08,11,1002,69.87
MUKTAARTS, EQ, 22-Mar-2021,30.6,31.35,31.35,29.25,29.3,29.8,30.23,11515,3.48,153,10339,89.79
MUNJALAU, EQ, 22-Mar-2021,58.05,58,59.3,57.4,57.75,57.95,58.12,141561,82.27,2273,38881,27.47
MUNJALSHOW, EQ, 22-Mar-2021,146.1,146.2,147.45,144,145.2,145.9,145.64,20666,30.1,466,10773,52.13
MURUDCERA, EQ, 22-Mar-2021,20.3,20.3,20.85,19.7,20,20.05,20.15,108179,21.79,450,73076,67.55
MUTHOOTCAP, EQ, 22-Mar-2021,382.6,388.8,393.9,382.85,388.6,387.95,388.64,20105,78.14,1308,7370,36.66
MUTHOOTFIN, EQ, 22-Mar-2021,1230.45,1236,1247.5,1221.6,1234.2,1238.3,1233.53,615189,7588.53,27702,174556,28.37
N100, EQ, 22-Mar-2021,922.31,939.9,939.9,912.16,923.95,923.35,922.91,32149,296.71,2618,16949,52.72
NABARD, N2, 22-Mar-2021,1204.97,1206,1206.5,1205,1206.5,1205.43,1205.43,1818,21.91,14,1674,92.08
NACLIND, EQ, 22-Mar-2021,37.15,37.5,38.05,37.2,37.5,37.65,37.68,34413,12.97,221,26429,76.8
NAGAFERT, BE, 22-Mar-2021,6.2,5.95,6.15,5.9,5.9,5.9,5.92,379809,22.47,408, -, -
NAGREEKEXP, EQ, 22-Mar-2021,16.3,15.7,17.1,15.7,17.1,17.1,17.04,6377,1.09,91,3788,59.4
NAHARCAP, EQ, 22-Mar-2021,110.3,111.8,111.8,108.05,110.35,109.25,109.79,21670,23.79,422,13114,60.52
NAHARINDUS, EQ, 22-Mar-2021,51.05,52.6,53,48.5,48.5,48.6,50.54,57597,29.11,506,21249,36.89
NAHARPOLY, EQ, 22-Mar-2021,122,125.75,129.35,116.15,118.7,119.45,123.62,232358,287.23,3867,115047,49.51
NAHARSPING, EQ, 22-Mar-2021,106.9,107,112.2,104.05,105.7,106.4,108.62,77276,83.94,687,51440,66.57
NAM-INDIA, EQ, 22-Mar-2021,326.8,327.5,336.7,327.2,336.05,336.05,334.52,1056084,3532.85,9358,587034,55.59
NATCOPHARM, EQ, 22-Mar-2021,810.9,810.9,818.8,805.65,810.15,814.45,812.25,132287,1074.5,4298,62686,47.39
NATHBIOGEN, EQ, 22-Mar-2021,322.4,328,340,319.85,336.9,334.95,329.56,143971,474.48,2671,64097,44.52
NATIONALUM, EQ, 22-Mar-2021,55.8,54.45,55.4,54.05,54.45,54.45,54.66,11491902,6281.33,21126,2273001,19.78
NATNLSTEEL, BE, 22-Mar-2021,4.85,4.8,4.8,4.65,4.65,4.65,4.73,2220,0.11,7, -, -
NAUKRI, EQ, 22-Mar-2021,4602.3,4698,4729,4620,4679,4678.3,4667.35,468117,21848.68,44811,75769,16.19
NAVINFLUOR, EQ, 22-Mar-2021,2528.85,2536,2579.95,2493.45,2536.1,2539.85,2539.42,139196,3534.77,15862,51650,37.11
NAVKARCORP, EQ, 22-Mar-2021,37.7,38,38.5,37.1,37.5,37.55,37.8,315063,119.08,1394,130847,41.53
NAVNETEDUL, EQ, 22-Mar-2021,85.05,86.6,86.6,82.55,83.4,83.4,84.14,164136,138.11,4057,67355,41.04
NBCC, EQ, 22-Mar-2021,45.05,46.7,47.5,45.8,46.55,46.5,46.61,14234045,6634.28,38751,4871358,34.22
NBIFIN, EQ, 22-Mar-2021,1806.55,1911,1911,1795.05,1860,1818.8,1811.93,891,16.14,174,674,75.65
NBVENTURES, EQ, 22-Mar-2021,70.05,69.95,70.75,69.3,70.15,70.05,70,1229158,860.37,6429,744287,60.55
NCC, EQ, 22-Mar-2021,84.4,83,84.85,81.5,83.4,83.8,83.2,3529398,2936.42,19162,977242,27.69
NCLIND, EQ, 22-Mar-2021,159.45,159.45,164.8,159.1,160.65,161.2,162.61,209033,339.92,2863,100817,48.23
NCPSESDL24, EQ, 22-Mar-2021,102.17,102.36,102.36,102.1,102.33,102.33,102.19,588,0.6,26,495,84.18
NDGL, EQ, 22-Mar-2021,732.1,708.6,762,708.6,733.1,751.75,749.17,213,1.6,59,126,59.15
NDL, EQ, 22-Mar-2021,31.2,30.15,32.3,30.15,32.3,31.55,30.94,11731,3.63,121,8925,76.08
NDRAUTO, EQ, 22-Mar-2021,206.2,203.15,208.9,203.15,208,206.95,207.37,1073,2.23,92,763,71.11
NDTV, EQ, 22-Mar-2021,64.7,63.65,64.95,61.95,62.3,62.45,63.02,50838,32.04,642,34970,68.79
NECCLTD, EQ, 22-Mar-2021,8.7,8.7,8.9,8.65,8.9,8.85,8.78,18715,1.64,113,13220,70.64
NECLIFE, EQ, 22-Mar-2021,19.4,19.8,20.2,19.45,19.8,19.65,19.89,279876,55.68,930,134672,48.12
NELCAST, EQ, 22-Mar-2021,68.15,68.7,68.7,66.3,67,67.3,67.33,106127,71.45,1899,27627,26.03
NELCO, EQ, 22-Mar-2021,192.65,193.9,198.6,193,194.5,194.25,195.27,62463,121.97,1663,33323,53.35
NEOGEN, EQ, 22-Mar-2021,810.65,822,833.95,795,798.55,800.3,805.87,44688,360.13,2835,28117,62.92
NESCO, EQ, 22-Mar-2021,554,554.9,565.1,534.8,539.9,539.4,544.78,64137,349.41,4706,31425,49
NESTLEIND, EQ, 22-Mar-2021,16450.85,16451,16675,16351,16570.1,16588.05,16534.82,108786,17987.57,26976,62670,57.61
NETF, EQ, 22-Mar-2021,181.09,179.11,179.11,179.11,179.11,179.11,179.11,345,0.62,56,345,100
NETFCONSUM, EQ, 22-Mar-2021,64.07,68,68,63.08,65,64.99,64.8,9482,6.14,181,7183,75.75
NETFDIVOPP, EQ, 22-Mar-2021,37.2,38.31,38.31,35.4,37.78,36.67,36.9,4301,1.59,107,3211,74.66
NETFIT, EQ, 22-Mar-2021,25.8,26.75,26.75,25.72,26.3,26.36,26.17,443269,115.99,2554,310187,69.98
NETFLTGILT, EQ, 22-Mar-2021,21.88,21.92,22.02,21.79,21.79,21.82,21.91,31713,6.95,134,27269,85.99
NETFMID150, EQ, 22-Mar-2021,89.31,90.98,90.98,88.12,89.94,89.94,89.82,70764,63.56,821,43097,60.9
NETFNIF100, EQ, 22-Mar-2021,152.7,151.95,153.12,150.95,153.07,153.11,152.84,10715,16.38,45,10668,99.56
NETFNV20, EQ, 22-Mar-2021,80.12,81,81.5,79.1,80.5,80.63,80.44,2863,2.3,85,1789,62.49
