Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Avg_Price, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SUNDRMBRAK, EQ, 22-Mar-2021,342.8,341.25,349.95,333.05,335.05,339.5,341.47,9384,32.04,340,6985,74.44
SUNDRMFAST, EQ, 22-Mar-2021,744.45,744,758,717.5,750.05,747.45,735.65,110641,813.93,8447,44864,40.55
SUNFLAG, EQ, 22-Mar-2021,61.2,61.3,61.8,60.5,60.75,60.8,61.11,256348,156.67,2205,124275,48.48
SUNPHARMA, EQ, 22-Mar-2021,578.3,578.6,593.6,578.6,591.25,591,589.14,7033955,41439.84,122015,2329821,33.12
SUNTECK, EQ, 22-Mar-2021,322.8,322,323.25,312.8,314.35,315.3,316.38,349149,1104.62,5282,119228,34.15
SUNTV, EQ, 22-Mar-2021,478.45,480.05,487,473.35,483.2,484.25,480.64,2554609,12278.4,35906,599952,23.49
SUPERHOUSE, EQ, 22-Mar-2021,126.4,128.5,128.5,124.05,125.05,125.05,126.37,15437,19.51,249,6572,42.57
SUPERSPIN, EQ, 22-Mar-2021,4.9,4.95,5.1,4.7,4.95,4.75,4.8,54625,2.62,132,42462,77.73
SUPPETRO, EQ, 22-Mar-2021,416.9,417.9,430,413,418,421.05,421.86,27351,115.38,1564,15766,57.64
SUPRAJIT, EQ, 22-Mar-2021,287.35,289,292.75,279.2,289.5,289.45,285.81,135534,387.37,4418,52349,38.62
SUPREMEENG, EQ, 22-Mar-2021,27.8,28.75,28.8,26.45,26.9,26.65,26.61,38960,10.37,134,17861,45.84
SUPREMEIND, EQ, 22-Mar-2021,2013,1990,2009,1963,1995.4,1996.15,1983.97,54179,1074.9,9866,24918,45.99
SUPREMEINF, BZ, 22-Mar-2021,13.8,14,14.45,14,14.45,14.45,14.35,85981,12.34,45, -, -
SURANASOL, BE, 22-Mar-2021,9.8,9.6,10.25,9.35,9.5,9.5,9.58,62186,5.96,173, -, -
SURANAT&P, EQ, 22-Mar-2021,4.2,4.1,4.35,4.1,4.15,4.15,4.2,135347,5.68,91,130120,96.14
SURYALAXMI, EQ, 22-Mar-2021,33.7,35.2,35.2,32.15,33.15,33.2,33.21,10091,3.35,101,7786,77.16
SURYAROSNI, EQ, 22-Mar-2021,364.35,364.35,395.35,358.7,392,390.9,384.13,337158,1295.13,10446,165553,49.1
SUTLEJTEX, EQ, 22-Mar-2021,42.75,42.1,43.8,42.1,42.6,42.7,42.96,46536,19.99,352,25925,55.71
SUULD, BE, 22-Mar-2021,203.3,203.3,209,196,200,197.4,201.25,20971,42.2,124, -, -
SUVEN, EQ, 22-Mar-2021,74.9,75,79.2,73.75,76.55,75.8,76.77,435072,334,4127,142450,32.74
SUVENPHAR, EQ, 22-Mar-2021,483.1,483,483,464,480.25,479.3,472.58,249415,1178.69,12729,135830,54.46
SUZLON, EQ, 22-Mar-2021,5.35,5.4,5.6,5.3,5.6,5.55,5.54,31260674,1732.33,19322,10153566,32.48
SWANENERGY, EQ, 22-Mar-2021,137.35,136.95,141.75,136.3,138.35,140.55,137.39,217565,298.9,8741,7609,3.5
SWARAJENG, EQ, 22-Mar-2021,1305.65,1305.1,1347.4,1301,1310,1315.1,1325.61,8862,117.48,926,5048,56.96
SWELECTES, EQ, 22-Mar-2021,192.5,192,203.15,192,201.3,200.15,198.56,20409,40.52,458,15187,74.41
SWSOLAR, EQ, 22-Mar-2021,262.25,265.55,273.8,259.3,265,264.95,267.57,525929,1407.22,9738,178057,33.86
SYMPHONY, EQ, 22-Mar-2021,1254.3,1265,1290,1234.5,1260,1266.6,1269.07,45178,573.34,5527,14589,32.29
SYNCOM, BZ, 22-Mar-2021,2.4,2.5,2.5,2.3,2.45,2.4,2.38,93146,2.22,133, -, -
SYNGENE, EQ, 22-Mar-2021,507.55,510.35,516.9,491.45,501.1,500.7,500.13,959051,4796.49,45065,549179,57.26
TAINWALCHM, EQ, 22-Mar-2021,59.6,58.6,62.8,58.6,59.8,61.2,60.87,10263,6.25,285,4500,43.85
TAJGVK, EQ, 22-Mar-2021,112.65,112.6,118,112.6,115.1,116.7,115.24,60733,69.99,1266,32398,53.34
TAKE, EQ, 22-Mar-2021,51.6,51.8,52.5,51,51.35,51.3,51.67,850631,439.48,4899,384775,45.23
TALBROAUTO, EQ, 22-Mar-2021,216.2,217,223,215,215.25,216.05,218.4,11191,24.44,561,5914,52.85
TALWALKARS, BZ, 22-Mar-2021,1.5,1.45,1.5,1.45,1.45,1.45,1.45,25077,0.36,45, -, -
TALWGYM, BZ, 22-Mar-2021,1,1,1.05,0.95,1.05,1.05,1.03,21050,0.22,71, -, -
TANLA, EQ, 22-Mar-2021,884.7,894.9,904.1,880,895.95,888.1,892.48,129469,1155.48,6036,71512,55.23
TANTIACONS, BZ, 22-Mar-2021,1.95,2,2,2,2,2,2,1739,0.03,9, -, -
TARAPUR, BE, 22-Mar-2021,3.2,3.35,3.35,3.35,3.35,3.35,3.35,13283,0.44,14, -, -
TARC, EQ, 22-Mar-2021,27.65,28,29,28,28.65,28.7,28.74,345148,99.2,1244,212790,61.65
TARMAT, EQ, 22-Mar-2021,46.5,45.4,47.95,45.4,46.95,46.8,46.8,13423,6.28,258,7042,52.46
TASTYBITE, EQ, 22-Mar-2021,14228.3,14307.35,14370.45,13705.55,13800,13834.45,13924.53,1922,267.63,767,1087,56.56
TATACAPHSG, N2, 22-Mar-2021,1049,1049,1053,1001.22,1001.22,1001.22,1022.63,147,1.5,6,100,68.03
TATACAPHSG, N6, 22-Mar-2021,1051.01,1052,1052,1052,1052,1052,1052,210,2.21,3,200,95.24
TATACAPHSG, N8, 22-Mar-2021,1067,1068,1069.99,1068,1068,1068,1068.09,1052,11.24,3,1052,100
TATACAPHSG, NB, 22-Mar-2021,1102.6,1139.9,1145,1139.9,1145,1145,1143.95,63,0.72,5,63,100
TATACHEM, EQ, 22-Mar-2021,752.05,752,771,743.4,763.05,763.75,761.93,9238739,70392.61,130700,803199,8.69
TATACOFFEE, EQ, 22-Mar-2021,117.45,118.4,118.95,115.3,115.95,116.5,117.06,1871051,2190.24,14218,321364,17.18
TATACOMM, EQ, 22-Mar-2021,1175.2,1180,1194.7,1140.35,1150.2,1160.65,1166.41,1953740,22788.64,24835,1090880,55.84
TATACONSUM, EQ, 22-Mar-2021,600.25,603,623.05,596.25,621.5,620.55,613.59,3154483,19355.6,53177,1335022,42.32
TATAELXSI, EQ, 22-Mar-2021,2764.65,2730,2774.9,2701.3,2724,2722.7,2731.47,256006,6992.72,22778,72717,28.4
TATAINVEST, EQ, 22-Mar-2021,1054.15,1020.15,1045,992.35,1016,1016.75,1007.28,217317,2188.98,16425,100837,46.4
TATAMETALI, EQ, 22-Mar-2021,747.2,747.8,754,730.1,733.5,735.15,742.07,137017,1016.76,5671,48633,35.49
TATAMOTORS, EQ, 22-Mar-2021,308.95,306.45,307.5,300.1,302.85,303.05,303.74,56385019,171261.78,338962,6178761,10.96
TATAMTRDVR, EQ, 22-Mar-2021,134.2,132.5,133.4,129.1,131,131.55,131.65,2205938,2904.07,15378,1070824,48.54
TATAPOWER, EQ, 22-Mar-2021,104.15,104.9,106.5,103.8,104.7,104.75,105.22,74913152,78827.29,185725,11724602,15.65
TATASTEEL, EQ, 22-Mar-2021,733,731.1,745.65,725,745,743.5,739.24,13760370,101721.83,185283,3062563,22.26
TATASTLBSL, EQ, 22-Mar-2021,47,47.3,48,46.6,48,47.8,47.56,6169487,2933.99,11934,1753500,28.42
TATASTLLP, EQ, 22-Mar-2021,684,680,695,675,695,692.55,688.63,71065,489.38,2745,54611,76.85
TBZ, EQ, 22-Mar-2021,66.15,67,69.7,66.85,68,67.8,68.11,116220,79.16,1532,53656,46.17
TCFSL, NB, 22-Mar-2021,1049.77,1048.25,1053,1048.2,1052,1052.41,1048.94,3210,33.67,11,3180,99.07
TCFSL, ND, 22-Mar-2021,1089.99,1087,1098,1085,1098,1098,1091.45,360,3.93,8,355,98.61
TCFSL, NF, 22-Mar-2021,1151.77,1160,1160,1160,1160,1160,1160,170,1.97,5,170,100
TCFSL, NH, 22-Mar-2021,1071,1063.5,1069.95,1063.5,1064,1064.3,1064.15,530,5.64,13,500,94.34
TCFSL, NL, 22-Mar-2021,1116.5,1115,1115,1115,1115,1115,1115,130,1.45,1,130,100
TCI, EQ, 22-Mar-2021,241.65,244.9,260.7,244.7,258,258.65,256.46,655617,1681.4,12258,276339,42.15
TCIDEVELOP, EQ, 22-Mar-2021,304,305.95,313.4,285.65,311.5,309.2,307.41,3919,12.05,164,3303,84.28
TCIEXP, EQ, 22-Mar-2021,892.6,899.85,919.95,875.05,886,885.05,899.65,22470,202.15,3741,6369,28.34
TCIFINANCE, EQ, 22-Mar-2021,5.5,5.5,5.55,5.25,5.35,5.35,5.36,10290,0.55,36,9416,91.51
TCNSBRANDS, EQ, 22-Mar-2021,510.15,510.15,525,500.35,520.15,520.05,515.18,32992,169.97,2152,17645,53.48
TCPLPACK, EQ, 22-Mar-2021,390.2,398,398,382.9,394.5,390.6,391.66,773,3.03,104,324,41.91
TCS, EQ, 22-Mar-2021,3050.2,3048.7,3139.45,3018.65,3128,3129.65,3086.03,2821646,87076.79,137406,1165276,41.3
TDPOWERSYS, EQ, 22-Mar-2021,144.95,145.5,150,140.75,150,145.05,145.43,31847,46.32,986,14933,46.89
TEAMLEASE, EQ, 22-Mar-2021,3423.75,3500,3548.95,3416.35,3490,3498.3,3464.43,19162,663.85,3089,14040,73.27
TECHM, EQ, 22-Mar-2021,989.45,989.9,1017.4,978.3,1014.9,1013.55,1003.22,3873143,38856.02,92430,1488324,38.43
TECHNOE, EQ, 22-Mar-2021,289.1,289.1,289.8,284.35,288,287.7,286.53,35342,101.27,4162,9330,26.4
TECHNOFAB, BZ, 22-Mar-2021,7.75,7.4,7.4,7.4,7.4,7.4,7.4,10775,0.8,24, -, -
TEJASNET, EQ, 22-Mar-2021,172.1,177.7,178.25,167.05,173.45,174.8,174.47,225064,392.66,4220,106132,47.16
TEMBO, SM, 22-Mar-2021,101.8,97.1,102.95,97,102.75,102.75,98.81,42000,41.5,13,30000,71.43
TERASOFT, EQ, 22-Mar-2021,36.45,36.6,38.2,35.2,37.4,37.25,37.19,36514,13.58,493,19673,53.88
TEXINFRA, EQ, 22-Mar-2021,70.45,70.45,71.9,70.4,71.15,71.05,71.09,26817,19.06,295,20679,77.11
TEXMOPIPES, EQ, 22-Mar-2021,27.2,26.55,28.5,26.55,27.5,27.15,27.55,315714,86.99,4505,61438,19.46
TEXRAIL, EQ, 22-Mar-2021,28.85,29.2,29.65,28.6,28.8,28.9,29.12,413053,120.27,1879,171961,41.63
TFCILTD, EQ, 22-Mar-2021,63.3,62.25,65.5,62.1,62.85,63.2,63.71,719857,458.61,7067,89968,12.5
TGBHOTELS, EQ, 22-Mar-2021,4.85,4.85,4.95,4.75,4.85,4.85,4.79,8228,0.39,60,5999,72.91
THANGAMAYL, EQ, 22-Mar-2021,613,613,623,613,613,614.45,617.08,15411,95.1,890,10464,67.9
THEINVEST, EQ, 22-Mar-2021,87.9,91.65,96.65,89.2,96.65,96.65,94.58,44688,42.26,667,27076,60.59
THEJO, SM, 22-Mar-2021,1277,1229,1260,1228.95,1250,1250,1241.85,1400,17.39,9,1200,85.71
THEMISMED, EQ, 22-Mar-2021,294.55,288.75,296,286.85,288.6,288.8,289.9,4278,12.4,316,3204,74.89
THERMAX, EQ, 22-Mar-2021,1352.05,1345,1362.9,1315.1,1346.7,1352.25,1343.64,77646,1043.28,7302,16485,21.23
THIRUSUGAR, BZ, 22-Mar-2021,6.95,6.95,7.05,6.65,6.65,6.65,6.68,2001,0.13,14, -, -
THOMASCOOK, EQ, 22-Mar-2021,52.25,53.3,53.8,50.9,51.4,51.1,52.18,581636,303.53,3646,318556,54.77
THOMASCOTT, BE, 22-Mar-2021,8.45,8.85,8.85,8.05,8.6,8.6,8.5,2147,0.18,17, -, -
THYROCARE, EQ, 22-Mar-2021,849.95,900,900,832.3,836,840.6,859.55,291323,2504.07,21267,117740,40.42
TI, EQ, 22-Mar-2021,28.75,29.3,29.3,28.5,28.5,28.55,28.84,224281,64.69,1553,46298,20.64
TIDEWATER, EQ, 22-Mar-2021,4365.15,4379,4385,4326.6,4351,4357.8,4349.07,1271,55.28,397,745,58.62
TIIL, EQ, 22-Mar-2021,366.95,370.75,383.95,360.85,375,373.3,370.59,24986,92.6,889,17517,70.11
TIINDIA, EQ, 22-Mar-2021,1148.5,1137,1166,1107.05,1128.1,1137.4,1136.63,46108,524.08,5323,26925,58.4
TIJARIA, BE, 22-Mar-2021,7.15,7.25,7.25,6.9,7.2,7.2,7.17,1517,0.11,12, -, -
TIL, EQ, 22-Mar-2021,162.1,165.05,166.9,162.25,164.4,162.95,162.86,17454,28.43,344,12981,74.37
TIMESGTY, EQ, 22-Mar-2021,25.05,25.8,25.8,23.5,23.5,24.05,24.68,2372,0.59,57,2202,92.83
TIMETECHNO, EQ, 22-Mar-2021,57.1,57.9,57.95,55,55.8,55.65,56.51,267212,151.01,2382,139755,52.3
TIMKEN, EQ, 22-Mar-2021,1250.45,1256.75,1264.5,1244.65,1263.25,1260.25,1255,9346,117.29,1594,5286,56.56
TINPLATE, EQ, 22-Mar-2021,156.65,157.25,161.8,155.55,157.55,157.4,158.5,216136,342.58,4016,70877,32.79
TIPSINDLTD, BE, 22-Mar-2021,500.7,524.95,524.95,476,510,510,520.52,12359,64.33,99, -, -
TIRUMALCHM, EQ, 22-Mar-2021,94,95,96.5,91.95,93.5,93.6,94.48,462530,436.99,5700,195734,42.32
TIRUPATIFL, BE, 22-Mar-2021,26,26,27.25,26,27.25,27.25,26.07,51,0.01,5, -, -
TITAN, EQ, 22-Mar-2021,1465.45,1465,1468.65,1448,1462,1460.3,1455.77,1331121,19378.01,51512,650884,48.9
TMRVL, EQ, 22-Mar-2021,13.15,12.5,13.4,12.5,12.5,12.5,12.58,63544,8,223,46309,72.88
TNPETRO, EQ, 22-Mar-2021,49,51.9,51.9,49.45,49.8,50,50.7,497678,252.33,5098,186532,37.48
TNPL, EQ, 22-Mar-2021,146.9,145.75,147.9,144.6,145,145.1,146.13,130498,190.7,1906,72377,55.46
TNTELE, BE, 22-Mar-2021,5.4,5.2,5.2,5.15,5.15,5.15,5.15,9176,0.47,29, -, -
TOKYOPLAST, EQ, 22-Mar-2021,69.8,71.4,71.45,69.9,70,70,70.12,1685,1.18,41,1460,86.65
TORNTPHARM, EQ, 22-Mar-2021,2414.2,2414.2,2456,2392.8,2450,2449.1,2431.42,345093,8390.66,12373,183432,53.15
TORNTPOWER, EQ, 22-Mar-2021,425.8,425.8,429.15,418.7,426.5,427.45,424.24,1751625,7431.02,22126,800117,45.68
TOTAL, EQ, 22-Mar-2021,44.85,44.5,46,44,45,45.35,45.16,13127,5.93,149,9590,73.06
TOUCHWOOD, BE, 22-Mar-2021,124.25,124.25,130.45,119.2,130,127.55,124.97,13522,16.9,61, -, -
TPLPLASTEH, EQ, 22-Mar-2021,148.75,148.8,152.65,144.35,144.7,144.85,147.71,2309,3.41,161,1915,82.94
TREEHOUSE, EQ, 22-Mar-2021,6.9,6.9,7.55,6.85,7.55,7.55,7.4,100012,7.4,135,95391,95.38
TREJHARA, EQ, 22-Mar-2021,32.3,32,33.35,30.85,32.1,32.25,32.46,42857,13.91,407,17204,40.14
TRENT, EQ, 22-Mar-2021,799.2,800.15,816.85,790.5,804,800,800.63,655786,5250.4,21210,253370,38.64
TRF, EQ, 22-Mar-2021,91.5,90,93.3,90,91.6,91.45,91.59,11759,10.77,403,8291,70.51
TRIDENT, EQ, 22-Mar-2021,14.5,14.75,14.9,14.3,14.6,14.55,14.54,11806704,1716.37,15206,4404550,37.31
TRIGYN, EQ, 22-Mar-2021,67.2,68,68.85,67.3,68.8,68.3,68.1,28134,19.16,412,19966,70.97
TRIL, EQ, 22-Mar-2021,17.15,17.85,18.7,17.25,17.75,17.8,17.85,194817,34.78,711,126019,64.69
TRITURBINE, EQ, 22-Mar-2021,103.15,104,105.05,101.6,101.85,102.45,102.95,49390,50.85,798,23982,48.56
TRIVENI, EQ, 22-Mar-2021,84.4,84.4,85.5,83.45,84.2,84.3,84.61,526101,445.15,5560,195046,37.07
TTKHLTCARE, EQ, 22-Mar-2021,517.75,527.5,535.45,513.1,535.45,528.85,520.68,5443,28.34,327,1793,32.94
TTKPRESTIG, EQ, 22-Mar-2021,7222.1,7225.15,7365,7175,7175.15,7223.55,7254.67,5088,369.12,2370,2325,45.7
TTL, EQ, 22-Mar-2021,45.45,46.8,49.85,46.8,49,48.6,48.16,24409,11.75,479,12112,49.62
TTML, BE, 22-Mar-2021,14.2,13.5,14.1,13.5,13.8,13.75,13.69,1501580,205.61,4654, -, -
TV18BRDCST, EQ, 22-Mar-2021,31.2,31.15,31.75,30.85,31,31.15,31.33,4413742,1382.96,6408,2064762,46.78
TVSELECT, BE, 22-Mar-2021,137.3,135,141,132.1,133,133.85,134.9,36179,48.8,576, -, -
TVSMOTOR, EQ, 22-Mar-2021,584.05,585.8,590.4,576,580.5,580.2,581.83,1537729,8946.97,28521,367882,23.92
TVSSRICHAK, EQ, 22-Mar-2021,1743.1,1755,1848,1755,1813,1814.45,1807.13,19474,351.92,3167,10678,54.83
TVTODAY, EQ, 22-Mar-2021,269.9,270,270.75,263.15,268.6,269,268.37,66345,178.05,1634,35723,53.84
TVVISION, EQ, 22-Mar-2021,1.9,1.95,1.95,1.95,1.95,1.95,1.95,7739,0.15,5,7739,100
TWL, EQ, 22-Mar-2021,49,48.1,49.75,48.1,48.55,48.7,49.01,423893,207.74,6298,134361,31.7
UBL, EQ, 22-Mar-2021,1217.85,1223,1263.2,1206,1245,1251.75,1239.56,417033,5169.38,13907,83548,20.03
UCALFUEL, EQ, 22-Mar-2021,142.4,143,147,140.3,146.85,144.05,143.46,105690,151.63,7361,16185,15.31
UCL, SM, 22-Mar-2021,32.8,35.85,35.85,29.2,31,31,31.33,62000,19.42,11,44000,70.97
UCOBANK, EQ, 22-Mar-2021,13,12.95,13.15,12.4,12.55,12.5,12.63,17636364,2227.43,38466,7930980,44.97
UFLEX, EQ, 22-Mar-2021,390.2,393,401.45,388,394,393.6,394.33,123636,487.53,5876,41075,33.22
UFO, EQ, 22-Mar-2021,77.05,76.35,79.3,76,76.05,76.4,77.59,159341,123.63,2798,41319,25.93
UGARSUGAR, EQ, 22-Mar-2021,16.3,16.3,16.8,16.05,16.35,16.35,16.43,106216,17.46,433,53147,50.04
UJAAS, BE, 22-Mar-2021,2.6,2.6,2.7,2.55,2.7,2.7,2.67,386895,10.33,473, -, -
UJJIVAN, EQ, 22-Mar-2021,222.3,224.25,226.1,220.5,221.5,222.3,223.13,351353,783.97,6272,149430,42.53
UJJIVANSFB, EQ, 22-Mar-2021,32.05,32.35,32.55,31.9,32.2,32.15,32.22,1693792,545.81,4834,566043,33.42
ULTRACEMCO, EQ, 22-Mar-2021,6672,6665.9,6785,6631.3,6732.8,6728,6703.96,467719,31355.68,49924,103072,22.04
UMANGDAIRY, EQ, 22-Mar-2021,59.75,60.5,62.1,59,61.5,61.75,60.91,22108,13.47,287,13149,59.48
UMESLTD, BE, 22-Mar-2021,4.3,4.1,4.1,4.1,4.1,4.1,4.1,11234,0.46,40, -, -
UNICHEMLAB, EQ, 22-Mar-2021,299.4,310,310,301.05,307.85,307,306.69,27672,84.87,1234,14673,53.02
UNIDT, EQ, 22-Mar-2021,260.45,258.95,263.8,257,260,260.3,260.31,3650,9.5,91,3295,90.27
UNIENTER, EQ, 22-Mar-2021,83.05,84.15,84.2,82,83.9,83.05,83.07,12917,10.73,275,6986,54.08
UNIONBANK, EQ, 22-Mar-2021,35.25,35.4,35.65,34.25,34.45,34.45,34.77,6092177,2118.52,11524,1688152,27.71
UNIPLY, BZ, 22-Mar-2021,4.4,4.2,4.6,4.2,4.2,4.2,4.23,361584,15.29,122, -, -
UNITECH, BZ, 22-Mar-2021,1.8,1.8,1.8,1.75,1.75,1.75,1.75,905486,15.85,389, -, -
UNITEDTEA, EQ, 22-Mar-2021,300.7,300.15,308.75,293.75,297.55,302.75,301.67,4805,14.5,214,3371,70.16
UNITY, BZ, 22-Mar-2021,0.9,0.9,0.95,0.9,0.95,0.95,0.92,5200,0.05,11, -, -
UNIVASTU, BE, 22-Mar-2021,31.9,31.9,32.9,31,31.75,31.8,32.22,23108,7.45,50, -, -
UNIVCABLES, EQ, 22-Mar-2021,140.35,142.85,149.55,140,144.6,144.15,144.92,44443,64.4,748,28850,64.91
UNIVPHOTO, EQ, 22-Mar-2021,175.45,174.5,177.35,162.6,170.35,170.85,170.04,2936,4.99,153,1533,52.21
UPL, EQ, 22-Mar-2021,625.45,624.95,636.9,617.65,625.9,628.15,629.97,6196079,39033.7,79806,754945,12.18
URJA, BE, 22-Mar-2021,7.1,7.2,7.35,6.75,6.9,6.95,6.96,1474178,102.59,5205, -, -
URJAPP, X1, 22-Mar-2021,2.2,2.3,2.3,2.1,2.1,2.1,2.1,83193,1.75,139,82193,98.8
USHAMART, EQ, 22-Mar-2021,33.95,34.3,35.8,32.85,33.65,33.8,33.98,2538851,862.82,8532,1062134,41.84
UTIAMC, EQ, 22-Mar-2021,562.45,563.9,564.9,555.05,556.95,557.6,558.98,97586,545.48,6195,34159,35
UTIBANKETF, EQ, 22-Mar-2021,34.07,34,34.08,33.44,33.5,33.52,33.66,6159,2.07,161,3884,63.06
UTINEXT50, EQ, 22-Mar-2021,351.25,369.99,369.99,352.61,356,356.22,357.11,514,1.84,58,397,77.24
UTINIFTETF, EQ, 22-Mar-2021,1543.02,1544,1545.6,1521.8,1540.35,1540.35,1528.01,1380,21.09,57,1378,99.86
UTISENSETF, EQ, 22-Mar-2021,515.84,519.84,519.99,514,519.45,517.78,515.95,2612,13.48,78,2544,97.4
UTISXN50, EQ, 22-Mar-2021,39.85,40.85,40.85,39.01,39.79,39.31,39.55,1168,0.46,44,1009,86.39
UTTAMSTL, BE, 22-Mar-2021,6.6,6.3,6.6,6.3,6.5,6.4,6.38,177928,11.35,241, -, -
UTTAMSUGAR, EQ, 22-Mar-2021,89.5,90.65,92.7,89.05,91.2,91.35,91.5,51810,47.41,799,25722,49.65
V2RETAIL, EQ, 22-Mar-2021,125.9,125.95,129.9,123.15,127.25,125.75,126.29,48534,61.3,945,34474,71.03
VADILALIND, EQ, 22-Mar-2021,933.8,933.15,976,921,958,959.15,959.72,68264,655.14,7657,25431,37.25
VAIBHAVGBL, EQ, 22-Mar-2021,3922.35,4015,4159,3955.55,4030,4013.65,4043.54,54911,2220.35,11683,21713,39.54
VAISHALI, BE, 22-Mar-2021,33.85,34.45,35.5,34.4,35,35.05,35.21,37352,13.15,267, -, -
VAKRANGEE, EQ, 22-Mar-2021,51.4,51.4,51.75,50.85,50.95,51,51.16,2300840,1177.14,2260,1644615,71.48
VALIANTORG, EQ, 22-Mar-2021,1272.2,1256,1274,1218.1,1235,1233.75,1245.66,23454,292.16,1549,18016,76.81
VARDHACRLC, EQ, 22-Mar-2021,38.1,39.45,39.45,37.1,37.35,37.55,37.5,16697,6.26,130,10605,63.51
VARDMNPOLY, EQ, 22-Mar-2021,20.1,19.5,19.6,19.1,19.1,19.1,19.15,21705,4.16,117,20289,93.48
VARROC, EQ, 22-Mar-2021,385.1,391.9,417,381.25,408.8,406.6,401.53,449365,1804.32,12321,171898,38.25
VASA, SM, 22-Mar-2021,6.2,6,6,6,6,6,6,4000,0.24,1,4000,100
VASCONEQ, EQ, 22-Mar-2021,17.15,17.8,17.8,16.6,16.7,16.75,17.02,170109,28.95,420,139282,81.88
VASWANI, EQ, 22-Mar-2021,10.2,10.7,10.7,10.25,10.5,10.3,10.4,7155,0.74,48,5114,71.47
VBL, EQ, 22-Mar-2021,976.05,985.1,1005,975,1000,999.9,989.54,216625,2143.58,14431,115561,53.35
VCL, SM, 22-Mar-2021,36,37.2,37.2,37.2,37.2,37.2,37.2,6000,2.23,1,6000,100
VEDL, EQ, 22-Mar-2021,222.2,222.85,224.15,220.05,222.85,223.6,222.37,17117657,38063.93,50518,8813995,51.49
VENKEYS, EQ, 22-Mar-2021,1564.3,1556,1593,1556,1571,1580.65,1575.82,27579,434.59,2738,9696,35.16
VENUSREM, EQ, 22-Mar-2021,270.75,273.9,284.25,273.9,284.25,284.25,282.8,41038,116.06,1018,26935,65.63
VERTOZ, EQ, 22-Mar-2021,262.35,269,282.5,260.1,260.1,262.35,268.11,353096,946.67,6780,44952,12.73
VESUVIUS, EQ, 22-Mar-2021,962.6,973,980.9,930.6,941.8,939.6,951.48,11315,107.66,1011,6719,59.38
VETO, EQ, 22-Mar-2021,125.1,127,131.35,125.3,131.35,131.35,129.98,54428,70.74,499,29401,54.02
VGUARD, EQ, 22-Mar-2021,229.1,230.9,236,228.8,234.1,233.8,232.44,476582,1107.77,20889,117273,24.61
VHL, EQ, 22-Mar-2021,1823.15,1858.05,1874.8,1800,1801,1816.85,1833.03,2313,42.4,960,355,15.35
VICEROY, BE, 22-Mar-2021,2.3,2.35,2.35,2.25,2.3,2.3,2.33,36661,0.85,53, -, -
VIDEOIND, BZ, 22-Mar-2021,4.35,4.45,4.55,4.35,4.4,4.5,4.5,493829,22.2,507, -, -
VIDHIING, EQ, 22-Mar-2021,189,194.7,213.75,184.55,202,204.95,203.03,2571254,5220.42,51797,420864,16.37
VIJIFIN, EQ, 22-Mar-2021,0.7,0.7,0.7,0.65,0.7,0.7,0.67,237591,1.59,99,168370,70.87
VIKASECO, EQ, 22-Mar-2021,2.45,2.45,2.45,2.35,2.35,2.35,2.37,1183435,28.09,8210,854624,72.22
VIKASMCORP, EQ, 22-Mar-2021,3.15,3.15,3.25,3,3.15,3.05,3.09,10771937,333.25,4507,4049034,37.59
VIKASPROP, EQ, 22-Mar-2021,2.25,2.25,2.35,2.25,2.35,2.35,2.31,1722371,39.83,889,1351596,78.47
VIKASWSP, EQ, 22-Mar-2021,6.3,6.6,6.6,6,6,6,6.06,322283,19.52,300,289695,89.89
VIMTALABS, EQ, 22-Mar-2021,164.45,162.5,167.65,160.3,164.45,164.6,164.6,26460,43.55,1464,10497,39.67
VINATIORGA, EQ, 22-Mar-2021,1421.6,1421.6,1434.7,1396,1405,1407.4,1413.73,24423,345.28,3192,13718,56.17
VINDHYATEL, EQ, 22-Mar-2021,817.85,833.75,836.75,816,824,825.1,825.43,15773,130.19,1161,11360,72.02
VINYLINDIA, EQ, 22-Mar-2021,118.1,118.65,123,117.55,119.25,118.95,119.5,71687,85.67,956,34523,48.16
VIPCLOTHNG, BE, 22-Mar-2021,14.4,14.5,14.65,14.1,14.1,14.15,14.15,1535481,217.3,200, -, -
VIPIND, EQ, 22-Mar-2021,376.25,379.75,380.95,371,376.2,375.4,374.68,257526,964.89,7573,157845,61.29
VIPULLTD, BE, 22-Mar-2021,34.85,34,36.55,34,34.95,34.05,35.24,14267,5.03,50, -, -
VISAKAIND, EQ, 22-Mar-2021,483.2,483.2,497,472.2,480,478.3,482.75,42786,206.55,2322,22698,53.05
VISASTEEL, EQ, 22-Mar-2021,7.25,7.2,7.4,6.9,7,6.9,7.09,16519,1.17,64,16518,99.99
VISESHINFO, BE, 22-Mar-2021,0.1,0.1,0.15,0.05,0.1,0.1,0.1,35458087,35.94,1779, -, -
VISHAL, EQ, 22-Mar-2021,71.6,70.2,70.2,70.2,70.2,70.2,70.2,1917,1.35,51,1917,100
VISHNU, EQ, 22-Mar-2021,246.6,254.9,258.9,249,258.9,258.9,256.73,31279,80.3,765,22266,71.19
VISHWARAJ, EQ, 22-Mar-2021,139.1,141.9,141.9,131.95,134.6,134.3,138.03,13632,18.82,396,8291,60.82
